Unnamed: 0,level_0,index,submission_id,need_state,sub_cluster_init,macro_pillar,created_at,open_text,l1,l2,ontology_codes,tm_needs,needs_from_ontology,needs,location_name,weights,needs list,mood_coded,where_are_you_having_your_food_drink,activities_while_consuming,created_at_grouped,level1_ontology_from_pepsi_bev_3_1,level3_ontology_from_pepsi_bev_3_1,SB_needstates,global_subcluster_number,global_subcluster_name
243,243,243,15718757,Indulge,2.0,Health,2021-01-08 01:34:13.429,"[""something to drink before I go to sleep"", ""something to drink before I go to sleep""]","[""Helps sleep"", ""really like this drink""]","[""helps me sleep"", ""really like this drink""]","[""Convenient / easy to prepare""]","[""Is tasty"", ""To nurture my well-being""]","[""Quick to prepare / drink""]","[""Is tasty"", ""To nurture my well-being""]",UK,1.117052505042601,"['Is tasty', 'To nurture my well-being']","[""Content / upbeat""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Dairy / plant-based beverages""]","[""Milkshake""]",Keeps health balanced,30,Functional Health
244,244,244,15718861,Health,1.0,Health,2021-01-08 01:36:40.706,"[""I was thirsty and this drink is refreshing"", ""I was thirsty and this drink is refreshing""]","[""i was really thirsty"", ""To refresh""]","[""i was really thirsty"", ""To refresh""]","[""I had a craving"", ""To feel refreshed / hydrated""]","[""To feel energised / recharged"", ""To quench my thirst""]","[""To indulge"", ""To rehydrate my body""]","[""To feel energised / recharged"", ""To quench my thirst""]",UK,0.4994605740722506,"['To feel energised / recharged', 'To quench my thirst']","[""Anxious / stressed""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Soft drinks""]","[""Carbonated juice drink""]",Healthy Hydration Levels,11,Hydrate
245,245,245,15719954,Health,5.0,Health,2021-01-08 01:55:20.835,"[""It\u2019s diet and I like the flavour"", ""It\u2019s diet and I like the flavour""]","[""didn't know this flavor yet"", ""suitable for sodium diet""]","[""I'm on diet / good for my diet"", ""flavorful""]","[""I like the taste"", ""Personal dietary / health requirement""]","[""To explore something new"", ""Is nutritious / healthy""]","[""Is tasty"", ""Helps me manage / lose weight""]","[""To explore something new"", ""Is nutritious / healthy""]",UK,0.5814954138518557,"['To explore something new', 'Is nutritious / healthy']","[""Relaxed / calm""]",At my home,"[""Relaxing / resting""]",12am-3am,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Keeps health balanced,37,Sure & Easy
246,246,246,15720213,Indulge,6.0,Indulge,2021-01-08 02:01:34.860,"[""i want to relax and tex helps"", ""i want to relax and tex helps"", ""i want to relax and tex helps""]","[""i like to relax in front of"", ""cola helps"", ""i like the sparkling texture""]","[""NOISE""]","[""To relax / relieve stress / anxiety""]","[""NOISE""]","[""To relax & unwind""]","[""To relax & unwind""]",UK,2.423467780563412,['To relax & unwind'],"[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",12am-3am,Hot beverages,,Unwind,25,Comfort
247,247,247,15720266,Health,5.0,Health,2021-01-08 02:02:26.367,"[""I\u2019m on a diet and it\u2019s an alternative to the full fat drinks I used to drink"", ""I\u2019m on a diet and it\u2019s an alternative to the full fat drinks I used to drink"", ""I\u2019m on a diet and it\u2019s an alternative to the full fat drinks I used to drink""]","[""alternative to normal coffee"", ""full fat drinks"", ""suitable for sodium diet""]","[""I'm on diet / good for my diet""]","[""Personal dietary / health requirement""]","[""Is nutritious / healthy""]","[""Helps me manage / lose weight""]","[""Is nutritious / healthy""]",UK,0.1381145182738596,['Is nutritious / healthy'],"[""Neutral / fine""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Supplements my Nutrition,12,Nutrition Rich
248,248,248,15720302,Fuel,2.0,Fuel,2021-01-08 02:03:25.457,"[""it's one of my favourites""]","[""one of my favourites""]","[""NOISE""]","[""It's my habit / routine""]","[""NOISE""]","[""It's my habit / routine""]","[""It's my habit / routine""]",UK,1.1083400617472394,"[""It's my habit / routine""]","[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Routine,8,Daily Enabler
249,249,249,15720339,Health,5.0,Health,2021-01-08 02:26:49.998,"[""I choose this drink now because I feel very thirsty and I wanted something healthy to drink""]","[""trying to eat healthy""]","[""trying to eat healthy""]","[""I had a craving"", ""It's a healthy choice""]","[""Is nutritious / healthy""]","[""To indulge"", ""Is nutritious / healthy""]","[""Is nutritious / healthy""]",UK,0.1211971995332555,['Is nutritious / healthy'],"[""Anxious / stressed""]",At my home,"[""Listening to music""]",12am-3am,"[""Soft drinks""]","[""Fruit juices (unspecified)""]",Supplements my Nutrition,12,Nutrition Rich
250,250,250,15720798,Indulge,4.0,Indulge,2021-01-08 02:12:42.597,"[""I fancied something that tastes sweet but without the sugar content"", ""I fancied something that tastes sweet but without the sugar content""]","[""the child's without sugar"", ""Wanted sweet""]","[""wanted something sweet"", ""low in sugar""]","[""I like the taste"", ""I had a craving""]","[""To indulge"", ""No / low sugar""]","[""Is tasty"", ""To indulge""]","[""To indulge"", ""No / low sugar""]",UK,0.1211971995332555,"['To indulge', 'No / low sugar']","[""Anxious / stressed"", ""Scared / paranoid""]",At my home,"[""Relaxing / resting""]",12am-3am,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Sensible,0,NOISE
251,251,251,15720845,Indulge,5.0,Health,2021-01-08 02:14:43.371,"[""Because im watching tv""]","[""watching youtube""]","[""watching tv""]","[""Other""]","[""To nurture my well-being""]","[""Other""]","[""To nurture my well-being""]",UK,1.1032186401439026,['To nurture my well-being'],"[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",12am-3am,"[""Soft drinks""]","[""Unflavoured still water""]",Keeps health balanced,30,Functional Health
252,252,252,15721777,Indulge,1.0,Indulge,2021-01-08 03:03:24.503,"[""I chose this drink because it really quenches my thirst, its tasty and it hasn't got very much sugar in"", ""I chose this drink because it really quenches my thirst, its tasty and it hasn't got very much sugar in"", ""I chose this drink because it really quenches my thirst, its tasty and it hasn't got very much sugar in""]","[""really like this drink"", ""the child's without sugar"", ""says that it is very tasty""]","[""it is very tasty"", ""really like this drink"", ""low in sugar""]","[""I like the taste"", ""I had a craving""]","[""No / low sugar"", ""Is tasty""]","[""Is tasty"", ""To indulge""]","[""No / low sugar"", ""Is tasty""]",UK,0.1222882435919417,"['No / low sugar', 'Is tasty']","[""Excited""]",At my home,"[""Browsing social media / internet""]",3am-6am,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Sensible,0,NOISE
253,253,253,15722026,Fuel,3.0,Fuel,2021-01-08 02:44:11.183,"[""I've just woken up and am abit thirsty"", ""I've just woken up and am abit thirsty""]","[""feel like a wake up"", ""i was really thirsty""]","[""i was really thirsty"", ""wake me up""]","[""I had a craving""]","[""Gives me a boost / energy"", ""To quench my thirst""]","[""To indulge""]","[""Gives me a boost / energy"", ""To quench my thirst""]",UK,0.155682565754034,"['Gives me a boost / energy', 'To quench my thirst']","[""Great / amazing""]",At my home,Other,12am-3am,"[""Soft drinks""]","[""Other juice""]",Revive,39,Revive
254,254,254,15722082,Hydrate,4.0,Health,2021-01-08 02:48:05.024,"[""I love water and I drink it with relish and a lot"", ""I love water and I drink it with relish and a lot"", ""I love water and I drink it with relish and a lot"", ""I love water and I drink it with relish and a lot""]","[""love water"", ""decided to take some water"", ""quite a lot"", ""relish""]","[""wanted water""]","[""I like the taste""]","[""To rehydrate my body""]","[""Is tasty""]","[""To rehydrate my body""]",UK,0.5389696474700996,['To rehydrate my body'],"[""Great / amazing""]",At my home,"[""Spending time with family""]",12am-3am,"[""Soft drinks""]","[""Unflavoured sparkling water""]",Healthy Hydration Levels,11,Hydrate
255,255,255,15723397,Fuel,0.0,Fuel,2021-01-08 09:22:38.866,"[""It\u2019s tastes like lilt but is cheaper"", ""It\u2019s tastes like lilt but is cheaper""]","[""tastes like lilt"", ""quite cheap""]","[""quite cheap""]","[""Cheap / affordable"", ""I like the taste""]","[""Good value for money""]","[""Good value for money"", ""Is tasty""]","[""Good value for money""]",UK,0.497480147603564,['Good value for money'],"[""Tired / exhausted""]",At my home,"[""Working""]",9am-12pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Routine,9,Easy Fuel
256,256,256,15723611,Indulge,1.0,Indulge,2021-01-08 03:24:53.349,"[""I like the taste of it""]","[""has taste""]","[""has taste""]","[""I like the taste""]","[""Is tasty""]","[""Is tasty""]","[""Is tasty""]",UK,0.4923750164418216,['Is tasty'],"[""Tired / exhausted""]",At my home,"[""Working""]",3am-6am,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Treat,20,Relish
257,257,257,15724503,Health,5.0,Health,2021-01-09 00:07:18.613,"[""i like to have it in the morning""]","[""usually have it for breakfast""]","[""usually for breakfast""]","[""It's my habit / routine""]","[""Is nutritious / healthy""]","[""It's my habit / routine""]","[""Is nutritious / healthy""]",UK,2.423157452042104,['Is nutritious / healthy'],"[""Tired / exhausted""]",At my home,"[""On my laptop / phone"", ""Spending time with pets"", ""Spending time with partner / on a date""]",12am-3am,"[""Hot beverages""]","[""Green tea""]",Supplements my Nutrition,12,Nutrition Rich
258,258,258,15724518,Indulge,2.0,Indulge,2021-01-08 10:09:46.194,"[""It\u2019s refreshing and nice"", ""It\u2019s refreshing and nice""]","[""To refresh"", ""nice""]","[""To refresh"", ""nice""]","[""To feel refreshed / hydrated""]","[""To feel energised / recharged"", ""Is tasty""]","[""To rehydrate my body""]","[""To feel energised / recharged"", ""Is tasty""]",UK,0.378425388236959,"['To feel energised / recharged', 'Is tasty']","[""Bored"", ""Tired / exhausted""]",At my home,"[""Spending time with family"", ""Relaxing / resting""]",9am-12pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Explore,27,Happy Boost
259,259,259,15724539,Indulge,4.0,Indulge,2021-01-08 16:46:15 +0000,"[""I need it""]","[""needed something for a drink""]","[""needed a drink""]","[""I had a craving""]","[""To indulge""]","[""To indulge""]","[""To indulge""]",UK,0.1894857106833352,['To indulge'],"[""Sad / depressed""]",At my home,"[""Spending time with family""]",3pm-6pm,"[""Wine""]","[""Merlot""]",Treat,21,Enjoy
260,260,260,15724553,Indulge,1.0,Indulge,2021-01-08 03:50:50 +0000,"[""I like this drink it's cheap and cheerful sometimes I add abit of blackcurrant juice but not today"", ""I like this drink it's cheap and cheerful sometimes I add abit of blackcurrant juice but not today"", ""I like this drink it's cheap and cheerful sometimes I add abit of blackcurrant juice but not today"", ""I like this drink it's cheap and cheerful sometimes I add abit of blackcurrant juice but not today""]","[""cheerful"", ""ground black"", ""really like this drink"", ""quite cheap""]","[""cheerful"", ""really like this drink"", ""quite cheap""]","[""Cheap / affordable"", ""I like the taste""]","[""Good value for money"", ""Is tasty"", ""To cheer me up""]","[""Good value for money"", ""Is tasty""]","[""Good value for money"", ""Is tasty"", ""To cheer me up""]",UK,0.1271106432940597,"['Good value for money', 'Is tasty', 'To cheer me up']","[""Neutral / fine""]",At my home,"[""Watching movies / TV""]",3am-6am,"[""Cider / Perry""]",,Treat,20,Relish
261,261,261,15724822,Health,0.0,Health,2021-01-08 04:03:39.369,"[""it's less caffeine""]","[""less caffeine""]","[""less caffeine""]","[""Other""]","[""Is caffeine-free""]","[""Other""]","[""Is caffeine-free""]",UK,0.1957658653116326,['Is caffeine-free'],"[""Neutral / fine""]",At work,"[""Working""]",3am-6am,"[""Hot beverages""]","[""White tea""]",Keeps health balanced,37,Sure & Easy
262,262,262,15725062,Health,1.0,Health,2021-01-08 04:10:07.010,"[""i lkke to have squash as its refreshing and i have it in my gym bottle"", ""i lkke to have squash as its refreshing and i have it in my gym bottle"", ""i lkke to have squash as its refreshing and i have it in my gym bottle""]","[""To refresh"", ""when i saw the cold bottle in"", ""thought i would have a drink of orange squash""]","[""To refresh"", ""in a bottle""]","[""To feel refreshed / hydrated""]","[""To feel energised / recharged""]","[""To rehydrate my body""]","[""To feel energised / recharged""]",UK,0.2341389169880802,['To feel energised / recharged'],"[""Active / energetic"", ""Content / upbeat""]",At my home,"[""Nothing""]",3am-6am,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Revive,14,Enhance
263,263,263,15725177,Fuel,2.0,Fuel,2021-01-08 04:14:38.341,"[""it starts my day"", ""it starts my day""]","[""my day"", ""to get me started""]","[""NOISE""]","[""It's my habit / routine""]","[""NOISE""]","[""It's my habit / routine""]","[""It's my habit / routine""]",UK,0.2358602017947481,"[""It's my habit / routine""]","[""Sad / depressed""]",At my home,"[""Waking up""]",3am-6am,"[""Hot beverages""]","[""White tea""]",Routine,8,Daily Enabler
264,264,264,15725560,NOISE,1.0,NOISE,2021-01-08 12:35:19.027,"[""Nice afternoon latte""]","[""love the latte""]","[""NOISE""]","[""Other""]","[""NOISE""]","[""Other""]","[""Other""]",UK,0.1211971995332555,['Other'],"[""Neutral / fine""]",At my home,"[""On my laptop / phone""]",12pm-3pm,"[""Hot beverages""]","[""Latte / cafe au lait""]",NOISE,0,NOISE
265,265,265,15726360,Connection,0.0,Health,2021-01-08 19:46:59.883,"[""I wanted something refreshing but not too heavy and this is perfect for that"", ""I wanted something refreshing but not too heavy and this is perfect for that"", ""I wanted something refreshing but not too heavy and this is perfect for that""]","[""not heavy"", ""perfect drink for lunch"", ""chose it because it is refreshing""]","[""it was a perfect choice"", ""wanted something sweet and refreshing""]","[""To feel refreshed / hydrated""]","[""To promote self-care"", ""Is tasty""]","[""To rehydrate my body""]","[""To promote self-care"", ""Is tasty""]",UK,0.6094724954772147,"['To promote self-care', 'Is tasty']","[""Relaxed / calm"", ""Tired / exhausted""]",At my home,"[""Nothing""]",6pm-9pm,"[""Dairy / plant-based beverages""]","[""Oat milk""]",Keeps health balanced,37,Sure & Easy
266,266,266,15726584,Fuel,2.0,Fuel,2021-01-08 08:00:20.140,"[""its part of my morning routine""]","[""has become part of my routine""]","[""has become part of my routine""]","[""It's my habit / routine""]","[""It's my habit / routine""]","[""It's my habit / routine""]","[""It's my habit / routine""]",UK,0.2266599113171644,"[""It's my habit / routine""]","[""Angry"", ""Annoyed / frustrated""]",At my home,"[""Checking emails""]",6am-9am,"[""Hot beverages""]",,Routine,8,Daily Enabler
267,267,267,15726673,NOISE,1.0,NOISE,2021-01-08 05:04:16.282,"[""No reason in particular""]","[""none for no reason""]","[""NOISE""]","[""Other""]","[""NOISE""]","[""Other""]","[""Other""]",UK,0.5845919789772341,['Other'],"[""Neutral / fine""]",At my home,"[""Hobbies / other activities (e.g. gardening, knitting, etc.)""]",3am-6am,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",NOISE,0,NOISE
268,268,268,15727225,Indulge,1.0,Indulge,2021-01-08 12:03:19.234,"[""Nice and cold as been in fridge and tastes nice"", ""Nice and cold as been in fridge and tastes nice"", ""Nice and cold as been in fridge and tastes nice"", ""Nice and cold as been in fridge and tastes nice""]","[""Wanted something cold"", ""nice"", ""tastes nice"", ""all i got cold in the fridge""]","[""all i got in the fridge"", ""nice""]","[""I like the taste"", ""I wanted something cold / refreshing""]","[""Is tasty"", ""Is readily available""]","[""Is tasty"", ""Is refreshing""]","[""Is tasty"", ""Is readily available""]",UK,0.2378329951279699,"['Is tasty', 'Is readily available']","[""Neutral / fine"", ""Tired / exhausted""]",At my home,"[""Watching movies / TV""]",12pm-3pm,"[""Soft drinks""]","[""Fruit juices (unspecified)""]",Treat,20,Relish
